24069,31954,shuai4
36719,31945,ruan3
25569,31942,wo4
32437,31940,zong1/zong4
24033,31846,xun2
31569,31763,zhu2/zhu4
39278,31758,yin3
23815,31757,chong2
36158,31746,gu3/jia3
27946,31669,hong2
32822,31661,ye1
25805,31657,cao1
28903,31613,shao1
22937,31530,miao4
36187,31481,sai4
25670,31433,bai3
23561,31413,wei4
23431,31400,yu3
40635,31385,ma2
31283,31349,wen3
24799,31250,wei2
31918,31216,liang2
26862,31165,sen1
32461,31107,shao4
38519,30911,xian4
26480,30815,jie2
20559,30776,pian1
23396,30745,gu1
36829,30622,wei2
24713,30580,xi1
27585,30407,hui3
25588,30406,yuan2
32431,30309,chun2
24039,30301,qiao3
27178,30296,heng2/heng4
36855,30275,mi2
29240,30224,ba4
26088,30158,zhi3
38386,30154,xian2
20439,30087,su2
30058,30065,fan1/pan1
23395,30016,ji4
36125,29968,bei4
32858,29900,ju4
20159,29863,yi4
22871,29820,tao4
28798,29803,zai1
27882,29788,lei4
24551,29744,you1
29378,29707,kuang2
21898,29666,han3
25140,29658,dai4
32439,29604,fen1
36879,29584,tou4
33931,29505,jiang3
26512,29404,xi1
28010,29376,lang4
30431,29247,meng2
34180,29152,bo2/bo4/bao2
27530,29135,shu1
38459,29106,zu3
31454,29078,jing4
26071,28990,qi2
38378,28958,shan3
26611,28947,liu3
22982,28873,mu3
25193,28862,kuo4
20801,28860,yun3
39550,28846,jia4
28151,28828,hun2/hun4
20711,28819,seng1
26893,28803,zhi2
